ticket_id,customer_id,subscription_id,category,created_at,resolved_at,status,agent_id,priority
f8c104ea-d28a-4dc7-9f36-0bb8dbc9ad9b,f6410667-649c-4333-9d1e-71c410f480e9,a938a336-e6a1-49e2-b7f6-e07193013b53,network,2024-02-03 17:24:42,2024-02-08 17:24:42,escalated,1420,low
dcbc57a4-e2fa-4019-94b9-92e837ddef7d,4cd7834d-5190-4c58-8b8e-bd7325e7bde2,4d5c3b16-1761-4ac6-ab41-40c2766902dc,network,2024-08-10 01:28:46,2024-08-12 01:28:46,closed,1890,low
93724466-4a76-4fd6-a6a5-8f40f9e65f3f,27b8139b-74a0-429d-bdca-e213533eb7e6,b1bb14aa-d1fb-4348-8911-496dacc2b21c,billing,2025-11-10 07:27:25,,open,1207,low
8b1eec27-d96c-4dc7-b1a9-4781230cc6de,9df9e605-99b6-4423-bdfb-18d788734774,af9961b6-e4ba-4262-8054-558eb10aa5ff,billing,2025-04-22 21:52:14,2025-05-18 21:52:14,closed,1346,low
02082c0c-3cd8-436c-b2b2-b6faacd18a9a,d733aeb3-afec-4516-a5eb-46a754b60742,2ffc1ae3-0727-45ba-b543-c1eb3af32eb3,device,2025-11-06 02:18:04,,open,1077,low
f651fadf-fcb4-4ff7-b205-608bd839ce9c,9a66b34d-7ed9-4122-9ea6-9b283fe384f3,99383c0b-48c9-409e-aa0f-d4108b949c9c,sim,2025-09-21 21:06:44,2025-10-17 21:06:44,closed,1771,low
a8d51304-7956-4edf-aaab-0bbb37a16e01,8e838cb3-8ac1-4041-85af-63493101a217,a5ed0972-a647-4db7-b69f-8a4854dfe1f4,network,2025-07-01 21:12:02,2025-07-11 21:12:02,closed,1290,low
e9de88ce-e413-4473-a816-de4eac47c15a,6d378de5-98f9-48b3-996e-ef9086d5691f,ac96f959-1dc8-4cd5-9f5f-1f1edb4ad2ca,device,2025-11-20 08:02:27,,open,1388,low
49c2293c-5501-4856-a387-cb5fa65f1df6,464a8dba-8cce-497d-b5bd-afcd850f7e04,d824ab1a-4408-4561-83cb-00170c275900,device,2025-04-18 04:28:35,2025-05-17 04:28:35,closed,1120,low
8a966c8c-48cf-4219-a241-5b34ec8a5610,9a66b34d-7ed9-4122-9ea6-9b283fe384f3,99383c0b-48c9-409e-aa0f-d4108b949c9c,sim,2025-10-22 17:52:52,2025-11-02 17:52:52,closed,1452,medium
71d84ca2-3f5c-4c1b-a663-cdc0b4377346,e731c1d2-128c-4942-aaaf-3a6d1453b065,c876ddd9-485c-4ab3-a335-f48e31eb5d7c,sim,2025-09-20 06:36:05,,open,1218,medium
5b15c8c1-9b4b-4957-a46e-5214b3bf72fa,e5b08ba6-b06d-48ef-a297-a960df069d9d,4a812390-e8c4-4004-bd21-e4000235d934,device,2024-04-22 21:42:02,2024-04-29 21:42:02,closed,1393,low
ab6334d2-418b-4c76-a2ca-2ccd99017fe1,1d5c7c4b-c69f-4e50-809a-c5934a240504,a9f08e47-b7d7-4655-ae7e-b9b95147fcfc,billing,2025-11-21 09:48:21,2025-11-27 09:48:21,escalated,1084,low
53a3cb59-2fa4-4836-88ff-ada2f392fc80,581332e9-0bfe-4154-b940-4d9b6394cd6c,ced26c11-f811-48b4-ace3-1c3988f85649,device,2025-04-07 17:44:17,2025-04-09 17:44:17,closed,1883,low
a1a5018b-52ba-45eb-ac7f-ace312f7838e,074119bd-8702-4f29-94c0-0a5490828dd8,9f4c9141-e465-4744-bdcb-1ce17e0a7252,sim,2025-09-06 23:22:56,2025-10-02 23:22:56,closed,1145,low
033a4598-2f53-4efe-ab02-d16a1555d867,fe56475d-43bb-460f-ba7a-89fdc1097b0b,813dee70-2fb0-47ba-b90a-74639a31f8c6,sim,2025-03-09 20:49:07,2025-04-07 20:49:07,closed,1550,low
c65d443d-48d3-4111-834a-7d5794179ef6,2652c813-22f2-42f4-a769-2431cd6a53d4,bd6303a5-a490-4769-a536-fbe53ed03a58,billing,2025-11-19 18:09:35,,open,1141,low
b3d54dbc-cc1f-4ce2-9616-c0cd3137e700,a9954189-a36b-45f4-aea3-17f463334afe,2773b1e0-38f2-4ff3-8030-5a3cb897a637,network,2025-11-04 01:16:39,2025-11-12 01:16:39,closed,1716,medium
65ae9b5d-f4f3-4747-8bfa-ff89cd81f7ce,ebee36c8-6f8a-4f66-ba26-b4ed1b1c4beb,db64aadf-28c7-4bc0-8e4c-9942e4912020,device,2025-09-25 09:41:14,2025-10-21 09:41:14,closed,1850,low
4a93866b-5cc4-44a6-bebe-97cbe06ee33a,0ddb8d08-db90-4b58-aabf-c410de4fc88d,4cabaa18-6da9-4d22-8854-d74f9decebca,billing,2022-10-08 20:23:55,2022-10-16 20:23:55,escalated,1430,low
c761e84d-6b24-47a9-abc8-7062a132f4ab,6e6a61e4-860f-4a80-a1df-58a3b497bbf1,d7fe7dd5-177e-4d6f-b897-f8aca10ed8a7,device,2025-05-01 12:46:42,2025-05-14 12:46:42,escalated,1833,medium
f5739e0d-ad63-4408-8c05-292bc630739c,1f60d85f-8be4-46ab-8765-fead5e3a46f4,1104c2ee-29b5-43f6-8760-87278bffe77b,device,2025-11-08 17:00:39,2025-11-30 17:00:39,closed,1042,low
d3ff8424-0813-4383-b8ea-8b90889ddc9e,83fda9dd-e68f-46ab-9ae4-617a5be98d80,3c961ce6-db91-4de8-a024-6333c093dbc3,device,2025-11-17 04:42:39,,open,1369,low
2eaae40e-7fa6-4414-9410-cd581edaf36b,66969aaa-af41-471f-8fa0-7423d65bdda1,ff4d8a47-4d2e-4f01-a29b-f5509bc121f2,device,2025-11-01 14:12:39,2025-11-24 14:12:39,closed,1710,low
83fb3cb5-6ebc-4658-bc84-a060df4c9246,d8ad0f59-600b-4453-99b3-9f2a162a75d8,07fd6650-805d-4f03-bd2a-14e2e69ae216,sim,2025-08-05 09:39:14,2025-08-24 09:39:14,closed,1815,medium
8faffdd5-99db-4dea-aa15-24a797852663,fcb190b2-8b77-4f83-84b3-838ed7f5782b,6a4a09e4-0850-4b64-88a3-d04bf6ede56c,network,2025-10-04 22:35:43,2025-10-20 22:35:43,closed,1092,low
cf642f6e-55e5-49a1-931c-63dd73e65776,56db2821-80f5-4398-9ab6-37df41a45107,4fd80901-580f-425d-a5ea-498cb964dd95,device,2025-02-06 11:24:46,2025-03-07 11:24:46,closed,1465,low
b8310438-b36a-493a-acde-032b343ec1da,11647453-c215-4990-8770-5ba4c5ad23ca,1fedc759-4c86-43e3-aa4c-c71c5aadf65b,device,2025-09-18 11:41:08,2025-10-13 11:41:08,escalated,1263,low
66f6dab2-43b0-41e2-975b-2dbafbf2db13,f1551ca0-249a-454a-9b6c-172d778a633e,65a183b9-880d-4404-bfa6-ca7d6f22ec7e,billing,2025-08-09 19:12:23,,open,1153,low
08fb999c-a99c-4b24-9b2b-8c633bd86d6d,8a653858-fb27-4b27-9897-7829c0acc0ce,f51553e3-71ab-436c-89dd-0d6278903515,device,2023-10-15 12:21:43,2023-11-08 12:21:43,closed,1444,medium
d6f0dde3-fc95-4992-ad63-08b2d1bde8c2,6970a7c6-25e5-4939-a0d0-6363498b9936,f53e76a9-0b4e-42d4-823e-197302898020,billing,2025-10-26 18:34:06,2025-11-06 18:34:06,closed,1552,low
766fa9a1-f6e5-4132-821f-f7b81291a916,cd6feb0c-3118-43f6-9c72-95a9b4ced811,f60a4388-f2d2-4284-a1ba-12bff6356e56,sim,2025-08-22 05:27:08,2025-09-20 05:27:08,escalated,1113,medium
2d4edab3-8017-42f4-9b20-6e2e65671e0e,528fb668-6e93-42b2-b7a2-fd34eb978749,1e08b421-1018-4c42-bb22-e1bd26dc987b,billing,2025-04-12 14:39:46,2025-04-18 14:39:46,closed,1569,low
cfc6bdf9-fb97-4363-8be6-28b1a8c2ceaf,33f998b9-09a0-45ba-8348-9247defcd1dc,c459208f-551e-4c77-beda-e0712461647c,device,2025-11-20 20:36:15,2025-12-06 20:36:15,closed,1631,medium
83dafbe5-7eee-4612-b671-9b4ffd2b712c,409ca81b-f0db-4f63-bdd5-71cc30b97b37,c7776546-bd99-4ba3-a00d-4179d504b099,billing,2025-11-05 06:07:20,,open,1638,medium
59f09ba9-0aef-4b87-81b8-baf667de35fc,ea81c752-069c-4b51-ac07-ea788f794ef2,2089364b-582a-458d-8cf4-2a7641973e00,sim,2025-06-08 23:41:03,,open,1319,low
08c9f9fb-8d79-40cf-99bc-24bbc66d8168,e473e18a-fe0c-4d8a-bb92-ec2ea5faf984,d87023fc-ccb8-41c0-a5bf-4e5eee0b8b88,billing,2025-11-22 05:03:44,2025-12-01 05:03:44,closed,1296,medium
54ee7d00-58f4-47bd-9339-d498d613fa50,59e03593-a716-4ba1-aac9-76ebbe41464a,0d8b58e6-31c0-4db1-bd35-58d2161e5a03,sim,2025-08-14 03:19:57,2025-09-05 03:19:57,closed,1876,low
b1226394-18df-406c-a99e-8ace2c490793,b38464ad-e853-4341-ac0c-7354e5e9ee53,32ba385b-3594-4920-b39f-b8abf8896f9d,network,2025-03-08 11:58:21,2025-03-28 11:58:21,closed,1900,low
965311f2-74c5-4c2a-a655-23adfe897c52,24fcf45a-ad78-423c-953d-08dd9e01e54e,89d6c0c7-67fa-4b4f-92d2-2460dab0c96f,device,2025-09-25 23:03:18,2025-10-08 23:03:18,closed,1065,medium
0fb8f6e0-c4c0-4a31-8141-c53d05ac9e7e,a1cfa880-da80-4856-a4f9-ba10bdf20631,0892fe0e-cc19-4bee-a9d0-b36327440457,device,2025-05-08 00:03:01,2025-05-26 00:03:01,closed,1696,medium
ecdcf597-9f28-4be8-80b3-d18b920a40af,995f2133-88ff-4044-ae95-bcca0bdb82ff,ddec0dd4-9cdf-4dfc-9416-d59247bda1d8,device,2025-07-04 09:04:46,,open,1520,medium
d442af82-ecd2-4f50-957b-1efbaf47e43f,131c6c4f-7c7e-4f14-9156-fb49debea030,6d8c1252-ec1d-48ae-87be-19ca1a1025e8,billing,2025-11-22 06:47:38,2025-12-08 06:47:38,closed,1996,low
63004e65-ca11-44af-b4ab-34029d865acd,165583de-d64f-4306-ad71-eaefbb974678,a66101c3-368b-4c28-b217-f8188204554b,billing,2025-07-13 11:18:00,,open,1723,low
a9f6eed5-3c36-4cd7-baa7-f6a6f69c57c5,c8d22e77-525b-4bcd-bf4f-9104f26b03a6,59ca1dce-1eee-45bd-a8e9-91cb069f17ce,billing,2025-10-16 06:58:21,2025-10-17 06:58:21,closed,1060,low
28f3e46a-61ff-4a32-bbe4-1dfb27fa1a2a,368414e1-3cde-441b-b2c4-e9bf82d0daa4,3a47e00a-65a9-4381-83f7-0a251e4b14a9,device,2025-06-19 04:32:59,2025-07-16 04:32:59,closed,1983,low
df8473fc-c228-4a87-aa00-65346ad2dcbf,a61c2403-6b13-4dbc-a5e9-e8bc8167987c,965070fc-3142-4c7c-a5f1-0cb0007b55c0,device,2025-08-21 04:44:06,2025-09-18 04:44:06,closed,1411,low
e660ddfa-8228-4f38-bbb6-b83b6da066ab,acda55f0-2fb3-42ab-bbe8-c4d295884aaf,736bb6d3-ea4e-4123-962d-f3dedca93d5c,network,2025-11-22 08:28:37,,open,1174,low
1af15703-58b6-4292-b6f4-9d916987917b,5466f96b-00be-4672-b953-0aa1389a5f67,009fefc5-daf0-4389-b8ec-dfb472fcb930,network,2025-09-27 15:19:23,,open,1953,low
0ad5dbe0-af7a-4da4-b12e-efdabc756e28,4312ab2e-b29c-425a-ad98-615a3a30fa04,7002d666-f206-476c-a940-579461abf51e,network,2024-03-28 09:09:12,2024-04-14 09:09:12,closed,1947,medium
e118a859-453f-4a96-9aa9-5b951acca4ac,81f229b9-410b-4c15-a515-2f9af6cf6dd8,86970c6b-3179-47c0-9042-b2caea1c1dd0,device,2025-08-29 03:23:31,2025-09-27 03:23:31,closed,1798,high
225e7ea9-b645-4aa0-be17-4fd0d7ffe24c,60703ff9-3de9-4436-8afc-1a2481e9abb7,26148b82-3bb8-4d6e-ada2-4727f1a6b879,sim,2025-11-21 10:21:00,2025-12-04 10:21:00,closed,1418,high
7241c86a-9f2f-40a8-b2e0-f14b084bad2c,c40ad4a4-2612-42dd-a3d1-6f24751eba78,c3917cbf-3f1c-4cb7-9b53-84fc27cfbbcb,billing,2025-10-04 01:16:22,2025-10-29 01:16:22,closed,1215,low
0a10e3cb-ac16-45b5-b3d1-b0ef1c2dde0b,21518f0c-e72d-4ad9-87e8-109b936c2f8c,1562d09b-72dc-4f94-b868-c3a568bbcbc2,network,2025-07-15 23:27:45,2025-08-01 23:27:45,closed,1506,medium
03a809ba-a844-4392-be35-1eb20861bc72,700fe229-7bf7-47d9-a42f-fbb3b31c08d7,fb0912d3-8db1-4db1-a74c-0d6a57b38955,device,2022-12-19 09:28:40,2022-12-24 09:28:40,closed,1114,medium
1c270e9e-1f74-4904-a693-046145fb9ca5,3e29c48c-b607-4cf1-86e8-4c072b59dc0d,ea3ab996-4700-4851-9986-e8701410c849,device,2022-08-17 07:58:01,2022-09-15 07:58:01,escalated,1457,low
b1f8af38-9bc3-4e50-98e1-45603f8ee2de,fa6687af-3950-44d1-a789-a56c5a05050c,c172c9fe-67c2-4d02-ac50-362005a910e8,device,2025-10-25 13:15:17,2025-10-30 13:15:17,closed,1236,low
3ef5df64-21fc-4ed2-bc06-60bcef91694a,949b39e1-c167-43cc-b88f-bf98f3cc6ad7,19df8cd5-e1e5-486e-9055-b5b36e2a84fd,sim,2025-10-23 16:01:28,,open,1126,low
911f46cf-fa8f-4296-8716-288552cbc33b,9c73a0b3-1992-443c-aa1c-b4f70a4ba22f,aa9f32f5-cd7c-404d-97a4-b8e1b4871d15,device,2025-09-30 09:43:00,,open,1325,low
bc426dff-8555-48cf-b01c-343850378b4e,aee1f5fe-28c6-4569-9e54-db7114619146,58e40bfa-ed1a-4745-9e54-5effc57327fe,sim,2025-04-04 01:26:39,,open,1704,low
70914043-3174-4a3a-9f0b-3024e26ecf94,563984f1-26e5-4b91-93b8-00198ac9656d,7e1523d4-251d-411c-a40e-7740bec52827,sim,2025-10-19 05:42:21,,open,1018,medium
fe79ce9f-f4db-40e1-915c-736ab9916f9f,a85b8938-e15d-42eb-83c4-5fd573b30122,50881110-e94a-482e-a8db-226950ac8fb5,billing,2024-05-05 20:48:44,,open,1006,medium
2869ae0a-1073-4bc2-8d43-9f4ce2aefefb,35b3bf30-1769-4800-9df3-50e33dec3826,6068c824-4571-47e1-ae9a-4978858ac3de,sim,2024-10-25 08:42:12,2024-11-15 08:42:12,closed,1490,low
b6f39304-533b-4460-b6ba-9fdf93f6705d,1c503c24-f374-4fbf-95f3-67fd0eae3938,d5c3bf51-36cc-4c93-96e8-a3f051fcd65c,device,2025-11-17 18:31:08,2025-11-22 18:31:08,closed,1957,low
91964ee0-39f1-4716-a500-7cac5858bd4d,aea11be4-c3d9-4167-b64e-2b268522b795,e923ba1b-064b-40be-aada-1771023330eb,sim,2025-11-19 17:38:56,,open,1067,low
f9bcbd34-fc59-44e0-8656-b1b5aed611c6,2d1412ee-b613-43d6-8d5d-31779b4dab7f,61c75807-7ff2-4e51-b36c-88cd90849805,network,2025-08-09 19:18:56,2025-08-17 19:18:56,escalated,1399,low
b09704f0-a80d-452f-9e4f-94a75672d6c4,daa70290-d07d-4aa0-bc21-40f750df8154,97408858-4f1e-4553-b300-bb79e86bf0aa,device,2025-11-19 00:58:17,2025-12-07 00:58:17,escalated,1415,high
afc0f855-74d7-417d-9522-83140b47d2d5,aa3d43c7-61e1-4dd2-9ef7-44a2e41518a1,5929aee4-62fb-492a-8632-bc820da5ce6d,network,2025-11-20 03:15:55,2025-12-09 03:15:55,escalated,1071,low
57224f3b-4ebf-4a58-a5b2-e06b7cf62682,04438a71-a189-40e4-818d-1bc471403205,2461cd54-c94e-4878-bd7d-bf7320e0f47f,device,2025-05-05 00:02:02,2025-05-19 00:02:02,escalated,1588,low
3a296a55-5140-4a89-a0da-90e7e590079c,d3b31c8f-a89f-4243-ab8c-dc251bfa3274,b85d0080-5c5c-4a58-92aa-422ef7c1e285,sim,2024-04-13 18:28:04,,open,1757,medium
e8804c6d-af4c-4c43-8ec2-f36cb0ba827d,63d55fec-243e-423e-8042-cdbc531a00ae,8ff1e965-69d9-45c2-88b5-48f04ba7373d,sim,2025-04-03 23:20:56,2025-04-18 23:20:56,escalated,1167,low
d8d6428a-56f2-4da4-bcda-28d050f9121b,bf78846f-9d59-4701-a97b-445a4aa47686,5ebe7e62-48f9-45e7-9b74-ef5a229bc6cf,device,2025-07-13 22:41:28,,open,1582,high
57644fac-84bd-475f-baf6-578d47ad43a3,794c940d-6048-47b5-9ac3-f5aea9334e10,756cc2dc-28b4-4bb6-970b-19acdf099937,network,2024-11-10 11:10:27,2024-11-15 11:10:27,closed,1282,low
e5d4e0b4-0627-4bd9-a02b-ae9a593e07a0,106d0dd5-a9c6-48a7-883a-387cc855d5bb,0c154a20-eb98-43d8-99b7-2fadb0b2a403,sim,2025-10-20 20:04:00,2025-11-03 20:04:00,closed,1590,medium
cd494f06-3cd6-4346-870d-58ff572ef138,37f4753b-a865-4ae4-9033-b40c7f518187,f863e5fa-ac35-4144-b5aa-631a3849b6cb,network,2025-10-28 11:38:10,2025-11-10 11:38:10,closed,1241,low
42cbcfe7-3292-4cea-b14b-44c6c1f9e9ad,b8b136a0-909e-4fc4-aaa6-5f418cb6575c,01ea386c-271f-4a56-8125-6b5ef669077e,device,2025-04-14 05:30:35,,open,1298,low
d78bfd70-0612-45f7-8340-8521c017e74f,e78a195a-9f15-4df4-82d9-06827163451d,79541923-8c9d-4b48-b272-23dc5a948ebe,device,2024-10-13 14:06:43,2024-11-02 14:06:43,closed,1690,low
abb0ca7e-c433-4146-b379-70527a23446b,1ee4f122-5e55-414f-9153-1f2dabe24379,c61a67c4-8be6-407c-a3e4-1603fd18e300,billing,2023-03-04 13:34:12,2023-03-21 13:34:12,escalated,1487,low
dc3d8052-4dc5-49e2-a7a8-284ecf79c0c0,e97f5a52-41f4-47c7-8297-7f61fe5f2d95,f0c3720d-570f-4e68-8f90-46277815729b,billing,2025-02-14 03:23:46,2025-03-07 03:23:46,closed,1976,medium
8ed01f58-3836-4a86-8daf-15338b27dd94,3891aebc-0720-4f96-8e77-910c297aef08,47ac75df-5319-4073-b424-a234ecfc7283,sim,2025-09-30 11:14:52,2025-10-17 11:14:52,closed,1520,low
5f68168f-8b3a-4210-8e48-3b442c4534cd,b78cf14a-3ab0-4900-8b71-af7fa5c93fed,63506a40-c56e-4cb6-a535-c079ed6e6baf,network,2024-12-08 08:10:26,2024-12-11 08:10:26,escalated,1309,low
7fd4488c-a92f-40be-83a7-a89d8b1cf602,63e3fdf2-39c5-45be-b9a2-42ad971875fd,8369a23a-99f5-4a51-9156-b89720c56a84,sim,2025-10-02 14:25:45,,open,1667,low
e169b0d8-0d20-48a9-8bb3-852e02127bb2,9b5ae637-df0d-4ca2-994d-a37a0d8a1d75,b2710034-8e63-4cca-9373-e1cb81c88250,billing,2025-06-13 15:56:04,2025-06-18 15:56:04,closed,1524,medium
2e109a01-1335-4865-ba48-55f7ba7e9f3b,d2249e73-064f-43fe-a042-f06b8a66b101,866c93d3-038c-4f1a-91c4-fd5fda00963a,sim,2025-07-07 21:48:09,2025-07-20 21:48:09,escalated,1563,medium
679b1fd9-2807-46b5-8e89-123177c96e2d,e3904b9a-a3ab-4cf0-bf51-b26d2ab9ee32,84f7ec3b-1584-4f69-a542-0ef8a0ca9fd1,sim,2024-01-25 21:09:24,2024-02-12 21:09:24,closed,1634,low
5a8313c2-76a2-4bbc-a251-36a9e4eb873b,8303de8d-2ed0-4491-8865-37922c39ce9a,4d112409-48f5-47ea-a018-5c2d4afd5e47,billing,2025-05-06 00:03:07,2025-05-24 00:03:07,escalated,1903,high
00ac917a-ace0-4e86-bc82-e1adbd7398fd,dd8fb8e7-607d-459b-8f02-9a8421de646f,cabd32b8-7f3f-488b-8430-4dd89b1acd41,device,2024-01-19 16:47:50,,open,1165,low
18060e46-3251-479c-9d4b-690a8567851a,5fb0a5bb-1589-4b98-9f61-ef21893c9baa,a106b6d1-ae6b-485f-aa43-027baff8976f,device,2024-10-04 10:13:32,2024-10-09 10:13:32,closed,1988,medium
5dc4957f-79fe-4ace-bd91-bdec4dfba010,c2e1278b-f8c1-4d2a-a726-c33686f337ba,57ac9e91-8350-48c1-8708-909cb1d495e8,sim,2023-04-24 07:27:00,2023-05-05 07:27:00,closed,1686,low
a711b6ec-9d6a-479b-912f-97138191e5e5,50ce1083-f198-42a9-aa5d-3d08e3c2e37f,87fe3673-7b67-487b-8d39-681fd5443b3e,network,2021-11-15 23:56:39,2021-11-30 23:56:39,closed,1102,low
fb7f1874-9ebc-42e0-82d4-e38c7726c0b3,98081319-2daa-4aec-8a3c-f764ae538f5b,8ee92d58-2dc2-451e-aa0e-998e2e22da5e,network,2023-08-01 09:10:39,2023-08-28 09:10:39,escalated,1931,low
e98ec583-96ea-4aa0-b200-27a05d31cc02,244ab013-f819-4e7d-aae4-88f7476d8d3c,00e66003-827f-4907-9a52-3acbba02a7ef,billing,2025-10-12 01:09:24,2025-10-18 01:09:24,closed,1422,low
99f99d72-c5a9-461f-94dd-9c001a0f21fa,8d573b2e-35f3-4579-844c-68d21e7507d3,b3f91994-d60a-4227-af19-769f882e500e,sim,2025-08-09 21:14:34,2025-08-16 21:14:34,escalated,1695,low
7fe15659-f358-41e2-acd0-bccdbac24630,ed66467f-dd3d-42c8-bc71-594f073fe7dd,abf74a39-7913-4487-8f24-7c1cd5c848a5,network,2025-01-30 04:49:40,2025-02-14 04:49:40,closed,1355,high
b7005302-b07a-4c1f-92c7-9b0c3c412f68,889e967f-4157-4b9c-9ac8-f825e6bd1559,61971c19-70b8-4e30-8b12-4cd1e3f8ca6b,device,2025-09-10 07:13:55,2025-09-30 07:13:55,closed,1746,medium
ed6a12e8-690b-4977-91c7-f8f4578c5f5a,1fc25e19-7340-40f9-8edf-411d867c07cb,7ab915fe-e538-4352-800d-cd0913568b3d,device,2025-07-04 19:48:14,2025-07-10 19:48:14,closed,1036,high
1be18d76-a664-46b5-b0a3-fc46be4cb3ab,6093a21b-c06b-405f-8f4a-c0400e51cdf4,4d27d541-7a77-4b20-9a3a-18f06b8660fe,billing,2023-08-18 01:55:54,2023-09-09 01:55:54,escalated,1620,low
9fe7f532-5dfc-441d-bcab-9878ee87a667,029342bd-cb1b-4343-9821-abd6d018a8f6,1e1ffeb1-9dfa-41e4-8a0f-0336a6059756,billing,2023-08-10 07:52:32,2023-08-13 07:52:32,closed,1671,medium
7c0a27c0-4194-4c1d-a0fb-7984b735de4a,07b6b37f-2c54-4096-a30e-413f41d4ebbb,b828a72f-ae40-4c7c-ae53-eff745b62d88,network,2025-03-23 13:36:13,,open,1018,low
b29c096a-e041-4ce8-a80b-15c4fa5fe8fc,63403be6-55c5-48c3-bc50-8266d13a7b47,58132151-9526-4bae-8c1c-3c7a828f0f24,network,2025-06-30 11:08:38,,open,1983,medium
9ccee065-fb5b-4485-9686-8ced045adc01,bcb0330e-1756-4e13-8d08-f3c30f1a5ff6,811db4dd-0844-4f1a-970a-020e6728da77,billing,2025-11-14 12:26:08,2025-12-07 12:26:08,escalated,1414,medium
da571f64-0606-4297-b0c7-27c19ab4c1ea,ed14edd8-4692-4a8a-a6c9-70d7a402e398,d0934c2d-6bbf-4c8c-a2eb-100b56619d64,network,2025-10-27 13:32:52,,open,1121,high
53e0a940-048c-422a-918e-8f53b22b9cde,e5f7c2e3-469a-49ff-bf50-9e514d753496,0db07a2a-2300-457d-94f4-092858ecd27a,network,2025-09-10 12:12:18,,open,1110,medium
