subscription_plan_id,subscription_id,plan_id,start_date,end_date
4fb8a1ef-f25a-4d8c-852a-36b3403fedc8,6e7fca51-cf88-4028-be65-4ee370f3cabe,f6548ea1-7b40-4cfd-b17e-ef225b9af18b,2024-09-24,
32d488f2-77e4-463a-ac39-796ced8c6225,7b07295d-3b97-4057-abc2-65d240c9bc38,a16d5d78-e058-4ea2-9138-6ad11e629230,2025-04-03,
e6e3f299-e629-4768-b3ee-88d37f64afe5,865d0a49-594d-4e66-8fc9-18cc02fc358d,961b16cf-91a4-4ac3-9f0e-ea3047b4cf68,2024-03-21,
105ddddd-6703-42a1-a131-c978f47d6832,23919eec-f91a-437d-9588-6f9187c96ad5,51c094a7-fb29-4d99-b19c-9c122194b212,2023-01-26,
2e2e8378-a5de-488c-8d1f-d263d81296d7,a54eaf25-2486-42d5-ad9a-76a4d8b38bb0,4ccd1d45-896f-432e-b273-5b4af7631118,2025-05-24,
4a11df79-4b85-43c1-aa53-18e7a21cce07,5ad4c2d6-00d7-48cb-9b07-8e1c470da747,fc056933-4fba-4bc0-9208-e33b0f07c237,2021-12-13,
49bac32a-6b44-41e8-9eec-119446465a5c,f74529a6-ebdf-4c7f-a885-fa08c38da1a3,38e9f7b6-cbec-4745-881f-03811c7e0a0c,2023-10-29,
28d113f3-a259-4f27-ad84-034853ef6c17,7f733fd8-7d5c-4935-bf34-d85b36296603,3137f162-4ead-4993-9ce3-2767e5f9c938,2024-09-10,
fcbe634c-8262-49fc-9fe2-6922ef67a332,7c5c55d2-274b-4090-9b74-dc1ce603d227,f4b155cc-2aa5-4aa2-b15d-c650055b8a98,2025-07-17,
9ab31541-ddc2-4532-9852-ad8fce6e0efd,56531c6c-81bd-4c54-b2c9-7f4629955e6c,09cfda84-b4a0-475c-a910-997885c49ab3,2024-07-28,
72825ab1-d904-4873-84d8-aca535d70561,81e37421-1579-4429-b93a-ce0f5015c811,b8cb16c5-cf39-434e-9f92-1583d27a6d5f,2025-11-13,
4dde575f-270a-4a60-a8b7-e70e925410cc,4d64f760-2e55-4e85-988d-b23cfad13606,9aed4bc2-ca44-476e-b5be-9db608aa8099,2024-11-02,
8b4e0800-50c3-40b4-a276-ccc48dd5a054,9872261d-47eb-4b49-a58a-7d92dfd2e704,9dd28d48-e06d-47c9-b1f1-a5c7787cf791,2024-10-22,
770e74fb-bfb5-42e8-894c-3b0d8ab8e89e,c76ac389-e02f-4e9b-abd4-284a53f52067,108fc9f4-11cb-4af3-a96e-081b6809c99f,2023-02-22,
9ceb6f14-6998-462b-8b86-1f6c3c99437a,56b142c0-8641-42eb-a357-c9025f1f361d,9f5a7f50-95d5-4746-9221-070214a64941,2024-05-07,
cea0e782-9ccd-4530-9883-6f21996f7b3d,5efe81cd-86b7-456f-bd6e-b26b9c7728c6,98676a3d-29fb-425d-bef2-97a9f89b975d,2025-06-13,
cdfe29cb-a15e-485f-a450-fddbc122c735,6c776a2b-1516-4554-a04b-29e7019f753b,e0615d66-1efc-4938-ac83-2c8913301c34,2024-09-03,
d6601f7c-c67a-433a-aacc-da12dfb44963,39d879c3-074d-499c-a12c-a5bd1229a5c1,dfe240ef-cdec-4dae-b0d0-24c275cc1ee5,2024-01-25,
a6c1504b-1a50-432a-b955-7de28bef1319,b8dd2a36-801f-400f-b1ce-7eaad56f8c2b,46cf088a-66d6-41b7-adf8-c72b802c1a3c,2025-10-04,
69a971e4-2f22-4e8b-9183-104d1332f69e,5ddd6be8-1ba5-4b3b-b405-726ed29038a7,86dfc6f1-8607-4244-a838-83eb59abfcb9,2024-03-11,
0fc8d101-e64d-4349-832f-2b655db64afd,a2f64589-9066-4b2a-8815-33aca5503ccc,501d33c0-3730-4894-a4d9-ef9098696c93,2025-01-16,
05fd65bd-b76d-41d1-8815-9e31e5dca1b0,4af3b3a1-a8a3-48d1-86f4-79ab7525e855,f4078a52-e8b7-4fe0-a2bd-d1b0fb7fe003,2024-10-17,
0e5d40a8-0dcc-49c5-8816-4e1ac2efcacf,1c67b78a-2ca1-4cf4-b29d-2ea719177498,d8fac1dc-d431-4fde-8bff-7dcd81d329a7,2025-08-10,
3538483f-8086-47ef-85ce-83f40ba6fcc0,409ff051-f0fe-40f7-a650-9f1dab5c1c3a,9f2605de-da85-4b65-98ac-19657f03fccd,2025-03-23,
f919af86-abb7-452f-b9eb-ac0d2aa4f922,77ea08be-5e47-40ad-af37-bc6a33fbdb2b,b30dafea-dbd7-4eaa-b29b-cc180a2b9fd4,2022-04-06,
21d60cf3-019c-4db8-918f-34aaaaec57f8,5e0d0314-7fc6-48df-8eb0-ae6540ab502c,e77b8158-0d77-4cd4-beb9-6abd6ab939f3,2025-03-29,
41a63f42-e46c-4c5a-9a4a-75d17cb15be1,754d3c5e-bf57-40b6-bc4b-a1974fe04e98,1fbbad75-d9e2-4537-920d-d669e1abb5fb,2024-06-07,
d52d341a-e10a-4637-b85c-5898c66b5ea5,0e96b7ff-d52f-4f0a-a2f1-3ab0fd3f645f,5e26c510-6632-4677-a6e8-944318b95f82,2025-11-12,
5a09fe3f-2746-4c34-ab98-c5d22a768189,e531e7d1-fe39-41d2-9eb9-e24dd1552a8e,2dd934f4-e151-4c7e-9132-fa4c289ae74e,2024-09-05,
200e3f8c-d3ea-4359-9f58-3dafe3b2258a,51e4fe2a-4a0d-4b2a-af6b-59e78bf708d3,7691d219-cd1a-4612-b117-60934f1e542b,2021-05-27,
68a785c8-3358-4ae3-aaed-52deac27eed1,e35f7cc8-3527-488d-8b89-eb72bae641c0,49678f68-f1e3-4726-bc7d-096a41e3d4a8,2025-10-09,
9d13ae74-c9fd-4f64-b641-0ef77c42a14c,cabd32b8-7f3f-488b-8430-4dd89b1acd41,51c5f5fc-cb9c-45ee-a648-310998fd0280,2023-07-18,
2c1f98c2-f51e-4529-8c5a-0cd1b12031f8,0c0c48f3-e5bb-4237-a3dd-503b5c3d2c03,ad989463-3c79-490c-a865-fc726aff5ae3,2025-05-31,
5adb5b4a-dcf6-4c5a-b52c-5853cd812827,cb610943-a030-4ec1-8e85-b508c5f4070a,0aeea985-b1ca-4801-9e57-0d353b5d8bba,2025-08-31,
bbc21698-bec2-4b22-b20c-39dce0505cf9,c16b47a8-9186-4e82-9405-64a0bd51383a,db580642-e6bc-4145-978b-9d046fb7acd0,2024-05-27,
939a4636-650c-47a6-bec3-1296d13c737d,0c7be04d-74c4-4879-811f-d7ebfdda7891,b7375878-cbcd-44d3-ba8b-262a6812ab0b,2024-10-27,
a87469b5-9b8f-4f3b-a79a-96c859fa0dff,0f57d2fa-424e-4462-8760-65fe9fbde32e,f54b7548-73f5-48a1-a63e-96da7be84c91,2022-01-05,
b996e3c1-d6f5-412e-97b1-c4c62f88fb3e,b54df3ba-d505-4c0f-8633-12898563c433,2323626d-41f0-4a08-bc66-56aef936920b,2022-03-28,
df62a3e0-d299-44c8-80a9-95ebf9a9fe1c,869199f5-a907-4e1b-a9d0-0691cace3e4c,96a9fdc3-5f4c-4db5-a47f-40ec64635317,2025-06-04,
1c29da64-fd80-40e4-85e9-ad62ca7fce8e,f25e2788-e085-4a2e-b770-0ed2f6416cd4,7b97beb9-ccc0-4ff1-8e66-81529f93a50e,2024-04-19,
1e04655e-25ac-4661-b491-b38123ce718c,a83467c7-2b10-48ba-8fe3-326ea900dc94,b483f2ae-b4ed-4e45-b02d-579e96d704c7,2025-07-09,
e36f6c3a-2960-4b3f-81bf-b342ae4da8d9,a7e56904-18ff-4476-8a5e-766bfb962cc1,eb51b0b4-7a06-4482-8723-a68e25057462,2025-02-05,
47c21b44-3be7-4b1d-a3d3-2bf1936c0906,7dbfc183-3b59-4ebd-964a-7ce0531a26c3,399c3643-ae26-49b1-b0bd-849ccbee9c96,2023-10-30,
967b6c2d-0378-4225-a5cd-4a1f2d027437,94b46923-5338-4c35-a9c8-440ae747f87c,c52dd230-ba30-4345-9c92-4ca9f6eb952b,2024-09-04,
a1ee85fd-3da4-4794-949f-91befba759cf,1f01829e-18ea-48be-ba33-19daeddf6dff,fd3e31d8-f323-49ef-9b37-6fbef25c8b03,2023-08-31,
61f0a95f-49a8-4f02-8fc9-92187eca625f,b3aa0f9c-c0ff-452b-80cf-837b647a760c,397661ed-889d-4c63-a321-7a09fc754992,2025-05-18,
5b9f0ad6-1df1-49be-917f-296ee8c242bc,8e35c66d-b118-40e4-8b17-2db589cdad82,08fad96d-981f-4ced-867a-9474c2b5c01c,2025-05-14,
d3dd83d9-60df-4b5d-b290-d919da40505e,6a0e1efc-aa4f-4cc5-a3ed-044a9970c63d,03b495dd-4a3b-40be-9f89-0db41df13984,2022-05-08,
9ddf8cd9-8124-401c-8e8e-ad03a46ed2c4,f5745461-5d0e-4a39-bf0e-ef45f4a0fc7d,01fa6aa3-e599-4308-a802-e2f1525dc8f6,2023-09-05,
db69fd22-fcc4-4b8d-a238-d76160ae66cf,be9922b9-6a9c-4ff8-a1b3-0e4b55c50caf,166e4059-135c-4908-899e-f0047783f49f,2025-11-09,
6f729427-486c-4d8d-9b8d-e0a0431e1f45,b66bed99-92d9-4c86-8fae-526b861a5d9a,34db2adc-3759-4b62-ba53-9bcc360d06b1,2025-11-11,
07d83f21-7eb7-40c8-905b-ee555cc428b0,21f56b9d-28c9-4d4e-97d8-f605fb918790,ec7ed9d1-ceb8-4327-8394-c01ed86f31a2,2022-10-19,
ddc9e720-83a0-4ae3-b9a7-4dce2230128e,36ef5f95-a4dc-4cfe-acae-5748a73182bb,8a2e68c5-414d-48d5-a394-5e1ff0150388,2025-09-07,
c0e9c6b9-26e0-46c5-8262-13dd0ff11852,d945d933-edee-41e1-9f22-c149c710a743,f51307fb-4ba1-445a-8b73-98b3a674f3ae,2024-04-16,
5e7bd1f7-8138-4743-9fd9-6c385d5c16f4,4e442da5-89e4-463b-8d5c-b971e73745ec,3e3b4c9f-7af6-499e-849c-98ae01fd9414,2024-01-25,
d211c312-9d09-41f3-b0fb-6a0af75e233a,dab06f22-f516-4ea3-aac9-ab87dfba21d0,c0e67f99-8eac-417f-81a2-c361cffc9325,2024-12-16,
9022a883-7273-47d3-ae3e-20e8e7bf0d0b,49304e5f-269d-4fd0-874b-4409534907e5,9f2df345-bd76-4d16-a2ba-fa1edb7ca621,2023-11-23,
6d7255b0-9b71-41c3-9a0d-eedffc39dfd7,74844120-3665-4595-b486-1929245097d8,29e4e9fd-6272-46d2-a8b4-59afd9bde4e9,2023-09-04,
61b6e1e0-9d9b-4c70-bc70-aa2a9a9d5052,233d5df7-95dc-4abc-a2ea-3c8313c6303a,be685ee7-9660-428f-bc1b-163175ef29f6,2024-09-26,
18293d04-4efc-400d-9772-df3ab8ed510f,aa416b47-94e3-4b1f-bc7b-bd469582239b,2b2b35ed-d05e-473b-8661-c2ae9b8683a4,2025-02-21,
2693cd02-a70e-4d0c-8d05-af3af4c49cc0,62cc309d-4463-475f-80ce-a56c2f6ced40,1f552e0a-b712-4a3c-a8b5-08205f0a3242,2022-07-07,
3ca133b3-e050-4eb5-b05c-c12bde5dcd08,fdb8e65b-a68f-47e9-ac3b-69c6cd63ef2d,16e37c96-072a-4679-a39f-1a5fe3b12409,2024-12-11,
5d79894b-4ef1-42ea-8ae6-8a0c5527fea8,6b916259-b9ea-4ac4-a221-331f6aaeced1,c02a97e2-a9a3-4040-8c39-4543b8673c0f,2024-11-24,
0a1e2757-2f9b-463a-b1be-53bc60f6f0a8,147c85f7-94ec-424e-8075-bfb0828a853d,695dcbd7-b4b4-40dd-b6f5-6f20b293fab8,2025-10-26,
3d5f8e3a-e3f3-45b5-8dc0-25bd31c47ac9,e9678713-3f72-442c-a0a7-3ed080c13b93,3a66de9e-b15d-4269-ac51-710ebbe6dd75,2025-05-27,
48e601e1-868b-44b4-94cf-01bfea42c59b,94da7b27-7abb-4ca7-a528-f20144e1d989,325b3203-6716-4175-b58b-5df3b4db09f4,2025-10-16,
2957240a-ad1f-4575-b5c6-3881337a793d,e2883e43-d753-4739-a95a-8cc1522e6fed,559e73d3-a5b9-4522-bd20-3a50077497e5,2024-11-11,
2a2b1f2e-21da-4967-a590-7e309281baf5,feaef1d1-b328-4c4f-9f3f-694ca65db4d6,a9f66052-5599-40ef-bf5b-429b9fac5602,2025-07-20,
c7b60550-92a9-496b-95fb-562cf55a6627,1bc013cc-367a-4fb2-9330-aecf47e8b40c,9cbde1e3-c3b7-4048-b0a2-74f00539c916,2024-04-24,
0f7b2aa2-3b33-4ea2-87df-fbf6ef60418b,5d6ddd74-b3cc-45d5-adda-5bc906807785,b04f5134-b30c-426a-9def-ce4d89f4bf87,2025-06-10,
de21cd99-9113-4578-b3c2-dd1b50573303,38a8da39-1565-4207-8685-e1c35538a21a,218b70d5-68a5-4b1c-9cc1-f43a94062722,2025-07-19,
9b5a89c9-5fb0-4f47-8cd1-6e2020d1b714,6e293b72-98cb-42a6-a2ef-511d5bb732e3,72d8842f-98d1-44e5-bee8-b74857ab10b4,2025-11-13,
c30ec465-f80f-4298-9182-2ee56c166069,51baf225-4ff0-4cdb-a07b-11f1dbb55963,f480c21c-f3d5-4c82-8c26-e0d3e99a51fe,2025-01-03,
f0726893-0efa-4517-a59d-09beac6cefe8,970054ca-aab0-4c07-be18-27edc227cf0f,3ee2b166-50f5-4dc4-a85d-681dd42b40dd,2024-01-27,
7e194acb-add3-4849-827b-c014690d42c9,29e4157c-b8cf-4572-ae05-108140d7f1d7,39794d86-02cf-4bad-9d12-a9a2150b4b17,2023-01-20,
40851476-9b8d-4f6b-8421-2d745523aa0b,785b7158-0a90-4aef-be72-6130571ab791,cf687a85-9104-4c58-b5dc-687ee145e5c6,2025-08-09,
67721042-34a1-49e7-987a-c466f7f0b44c,be5e67da-b303-4059-bd0c-02ccca211c17,66a90e44-6f75-4fbe-bbf8-d88575dfa990,2024-12-17,
0e62bebe-0d1a-4499-9e03-1fce91d07e88,4cab4905-c720-4a76-aace-a5312b79e508,f0b17195-dff1-4abc-810d-55f44379aedb,2024-08-30,
c56e59c1-edc7-4959-8a08-bb539ae53f1a,c3c7e415-b939-4253-988c-7cfac50742ab,3de67d3f-407d-4413-a3db-2e5633f44036,2025-04-09,
733bffa8-977c-4201-9142-a22afbe86b0f,ba67847e-f329-4f16-b1a0-4eb501306ce2,a39250f2-539a-430d-a9fd-f8139c7bdeea,2025-01-27,
4e723579-9aee-4f46-915c-d690d0ce12dc,89b9448d-b3ae-4416-b75a-d2778a78eecf,01c03b9c-6916-420f-afac-8ddf20f721d4,2023-12-27,
bebd24b1-163a-44f0-bb02-0edcb855186b,a2926fff-f3ee-440c-a6ff-72477f325237,93d28480-7eda-48ab-97df-d3089603ac96,2025-06-14,
3793b772-3c78-4134-92c1-6048871166be,762c5da1-536a-46d8-919b-e24cbc88a226,db385100-6c4b-4287-aedf-5a7fe31cf1b5,2023-12-06,
f900ab84-27c4-42b5-8f7e-5edd302daf71,1de4ed81-dd2d-489c-897a-18569e1221cf,20ee2fa9-68b2-4f0a-bba3-30f450a5448f,2024-11-05,
b73de7ec-e0a4-4c63-a5de-d29ad8f92a6f,1bcd0b0e-6081-4321-b7cc-cbadadec0db5,b9670fca-0955-4186-9b86-48640a7338a1,2024-08-08,
fc3703fb-85da-4e77-bb3a-1fbbb3debc69,72db193c-0da0-4ceb-8c64-0fa3d09c8ab7,9f5947b7-eece-4426-9e53-458bbf6a5708,2025-05-12,
227ef6b7-04e9-46c9-a7bb-4cacac2118db,eab07c38-2559-4624-a80c-2e9b43d3f389,17d23162-afcb-47b1-9ab1-fde8cbd98115,2024-04-18,
cf34032f-6e33-4191-9634-cb470249ab64,4a812390-e8c4-4004-bd21-e4000235d934,a198fc9a-c2fd-447d-8035-5f2e5861d031,2023-09-28,
3ccc5ad2-c324-4029-b290-a06d10091fd1,d0bf6e3b-6975-40dc-b74f-4002ac9f4c1f,dcec6589-babd-4660-8069-e37565c7fd47,2025-01-26,
af011cde-221b-4aef-bc0d-a143581219f9,900ff826-b4f2-43f9-a25d-7c6600a2a869,023cdc6a-97bd-4e39-a54b-3add5675a489,2025-02-13,
a0432d9f-4047-46c7-882d-614ae174b4a4,669c0aa2-8b04-4edd-93a4-4fec0f9d652a,4952265e-9cec-4105-b47d-ec38e5970741,2022-11-29,
febbc7bb-6ca8-41fd-a9d3-47a769eb1387,46c0b3d3-21ca-4e13-807e-ccc615c6ff9e,4e13d36a-6b7f-4924-9856-caad726e26c9,2025-09-27,
4d2ac2bc-72e0-40e5-8066-ae8fee1e7a73,e94a9988-7d02-432b-b66c-bc8897cea97b,b6f60c37-9ac7-4e25-9fe7-210e53ed9b2c,2025-07-01,
b5f2b697-c2ad-4e9d-8b8e-2294c64312e0,101227b4-5bb9-4871-97c9-4558554bff6a,140a4c22-1e57-4a97-9cb8-1c7122e16a9d,2025-03-06,
3cb795b7-9cab-4430-8bc4-5e954b0d7376,779bf95c-0e5f-4743-ab65-762b13858c17,e93b9d3b-7d6c-4401-ab09-23560021838b,2024-09-03,
ce713a9d-b0ac-4502-ab9f-0b81b0045d19,b24820d9-9948-46f1-835c-f54181939591,acf59f47-a90d-419b-b9dc-87d77c9e6859,2024-04-20,
a9ad5b95-7290-4a9e-86a3-3d2a2d998c0f,64655627-b411-45e6-a757-85b4aa94c56b,e2f19a6f-4465-44de-ac9d-08b88e2373d2,2023-08-10,
3d0222aa-78e9-4561-95fc-1c5fbbca624b,2c1a2a5a-a90f-49ba-9669-0b5ac73b2030,a082743f-0e1b-47eb-8420-97e9ba9b8d11,2023-02-07,
785a53bf-7dab-4084-b5ef-c67e82e1a1b6,de10486e-ebde-40f6-bfff-5c8afc06171a,3bfeb27c-7c4e-40d5-bbf1-4528838efd8c,2025-10-06,
da8576e8-14ac-4040-a46d-3833bda1a726,c249c83e-0151-4d9a-b87a-4c4ee9725813,21836154-eb69-4a45-a14e-7549d8ee9945,2024-10-05,
eb8e097a-0854-46e2-8904-1e3f1cfbe714,691bb25b-4f3f-4932-b6a3-f680a339f107,1708ce7e-ab49-429a-a706-d584451b5eee,2025-11-17,
9af72feb-6ab9-41b8-9ba4-87d6a425ee06,0d08384f-facb-4260-831e-76600026933d,f61a7f75-8f2f-44d9-8dc0-7f4111bf91af,2024-06-24,
1415de60-e534-45b8-a7bd-fc71b7332836,1c64b6cb-1279-4edb-aa9b-c5232ec2061c,58872854-09c8-4216-bd98-ac44bcd1abe9,2023-06-24,
0c554a80-f25a-4072-ba3e-de16f2f89973,25af3337-fcf5-4dda-9638-f820406a28a8,ad49d23f-3eb7-4304-89f5-c0f6f1aecb0f,2024-01-29,
a2c71b15-9321-46cf-a874-c3d260aa2929,e64746c2-f041-4837-872f-ef3cc01649ad,1128eada-4e32-4c57-ad8f-524c6e5476de,2024-03-14,
410af704-8dc3-4e03-b25f-0959c026a192,85d8fd14-da6a-4abe-875b-96d221af21bb,29f2bc18-c9ac-499f-8888-cba510140e05,2024-11-10,
10231cf3-95a8-45be-a8ea-62fc73cd8303,6aa32747-1436-4547-9b0f-a5a9dcbb4747,5e077920-08b5-4133-9ae3-ca25a0cb874e,2023-11-24,
77d2049e-54fa-4f28-b66d-6a3de7c82eeb,a7a387b5-500d-4005-8558-102899e77801,e7dc89b5-4ba2-4928-a274-49abf1fc0f39,2025-10-23,
c591b094-a889-4a1b-a951-deecbb7db298,e9fedea4-6913-48b6-b965-a6ea4698d09a,24dc76c5-20a1-43cf-8bcc-fd30eadf8dcf,2024-11-27,
5beb88a1-cfb7-43e4-9ab8-dd5eab27cf74,e59bf7d4-a48d-4645-8b21-47348f2a7d9e,c2ed26d8-f8eb-4eae-afb7-1cdbdf407d8a,2023-07-22,
33a43593-ff93-4f37-8f78-be470842a4e3,f81cb2e6-5b5a-40be-8071-fbaddff412de,6f0fa255-e686-4e8d-866e-c84515ddc111,2025-10-22,
2a95ffc3-1b38-47dc-bc51-536e79e4fe2f,3a3cd8b2-3e12-4ead-b6a7-fbb14b0c9da7,8797f514-4384-4789-904a-d909d9673ee3,2024-10-12,
9fd67b33-d8bd-4ef3-8f43-1e3bd8558d5a,f0afd2ec-a3d4-4071-ba19-7e809125c0fb,cf92120d-c955-4f66-9ae5-1b4e9d1bcb5d,2023-01-10,
