cdr_id,subscription_id,call_duration_seconds,consumed_mb,timestamp
46cf6464-6778-4328-8021-c4fb36980686,5a0eafeb-7c6e-4bac-861d-ba1b4bf0fe0b,3,4.324,2025-09-30 21:30:29
2e3c6060-35bc-4596-8206-cd0f36656bde,2e26adf8-cb68-491c-8536-a519c820a979,5,1.682,2025-07-23 07:22:15
50359f74-4d49-454c-a651-735457276e8b,62561426-1dcb-4ee2-8155-c167f15ccefa,19,4.38,2025-07-03 14:31:48
004aae96-26d4-4692-b3ca-d14c20e49167,57f21a82-22f7-4271-8dcd-f266b1223cf7,1,0.184,2025-11-08 01:48:16
e53731c6-dcd9-44f5-a845-ad4b73d9cadb,38afe8bc-03d1-49b9-9b13-6da7a2996a68,18,1.386,2025-02-26 13:10:10
7ef57867-8770-4e1f-b3a3-9583bfe3b7ad,a3933512-fc12-4e2a-a0fc-b965574d847e,28,1.657,2025-03-02 02:27:28
1c83798f-fa0d-4e5d-9da5-11f6d57533b4,814ac58b-97f4-4a5f-8959-d3f0e2ed2fa9,50,7.44,2025-09-30 17:19:11
d5df67db-c6bb-472b-a058-cf0d78c702bb,c7af5e89-e019-4c2c-b08d-dc3b82925c8c,12,4.65,2025-06-07 09:09:09
2471f8f4-cb30-463c-8994-bf3bec913bb4,51aa21c6-ad03-4d21-bc70-4f85436f1dca,15,3.365,2025-11-23 07:50:07
7c0f1851-0377-4fa2-b797-09b5df7ff056,6693a57f-baf1-4a9b-b214-54b1d0230af6,4,1.418,2025-11-10 17:18:23
60e07df0-cca9-4b80-884d-897d73e29347,108fda1b-d856-4515-9092-7b149ab49889,29,17.559,2025-08-03 12:05:33
f5588289-f786-4bd9-9d1d-34ce64805b32,5b96e97b-b5be-4783-8e00-a18c228541ad,53,2.823,2024-08-03 06:24:19
2921e4ef-ee28-43a1-ab71-dc5adabc43cb,676533c9-475e-40b2-8954-e7a4684101a2,4,1.652,2025-10-02 23:34:53
67e4d863-d85a-4741-a290-0f5317c156bb,f0b2b881-1ac6-4afb-91ba-34d3f5598a38,5,25.152,2025-09-08 00:57:18
33eef6d6-de9d-41c6-950f-2a2644c9310b,90db5c80-5fad-4a5a-a939-68d48dd62aa0,7,13.483,2025-09-18 19:08:44
c795f5ba-5d39-4e67-b4a1-5fb2ee70537e,13edd0ac-2f57-4f59-8569-46f55e11f310,3,1.83,2025-11-15 16:22:25
9720a09a-4b79-457d-98d0-63d42edada3c,a2bfcad0-3e10-4a58-8320-7a4af784ad50,2,3.764,2025-11-21 04:19:46
cdb330fa-1754-476d-8f1c-8d41eee28613,01d1571f-f22d-4438-9bdf-0bef633a2c16,35,1.476,2025-01-09 08:45:00
a117590b-79c6-411d-8989-02f964190305,5078f9a8-179a-4a71-be00-28e79aa86f2c,59,10.745,2025-05-27 05:04:28
5272f6e0-7edf-49d7-979f-6969682b5dae,11f5c6af-8f85-496a-91a8-cf5ed0cb1297,4,16.231,2025-10-09 21:52:01
b1bfa7b5-261d-47d4-9996-6c049b7ce6ae,06e86a1b-84ba-46d3-9165-8fe944e1cc21,3,2.407,2025-07-12 02:24:40
236d0186-c5b9-4147-8711-c8542854e659,c6eb8688-d6ac-44a4-996a-f90a6a5ee631,6,13.014,2025-02-27 21:55:20
9d06b042-7220-4c78-9442-e00df7ace43d,28de9e03-ee2b-485c-a35d-a6f829708d10,4,1.4,2024-05-19 03:33:21
5492f7a4-0a27-42b7-b9dd-4a9bfe6cb566,b125b321-f402-4154-870d-aa6a051282e2,15,10.578,2023-02-03 20:38:39
7781a4c1-9ea5-45ac-ac5b-c7a007c43e84,52047387-a9fd-46e6-ac08-39eff4d4fff9,2,12.445,2024-12-24 09:14:54
8c3514c1-c675-4ba1-8a84-bba321a70159,d1f00208-ea94-421c-8bed-920892eba1f7,9,0.784,2024-11-15 01:16:49
b66504c8-6935-4206-9c7d-351e896665e0,e25b3f38-d16b-4e3a-8b56-04bbbf9008eb,10,2.786,2025-06-19 23:49:24
858b6567-a7d3-4fa1-bd34-87d1c4ba0faf,a198886f-14e4-4f09-a941-d71d57941a20,19,26.587,2024-10-06 04:54:31
45e76f4f-e3fb-4378-8481-a77dc3c2a9bd,78a49884-2b21-4909-ba25-8b3c0e5b2e43,1,0.882,2025-01-23 02:33:13
1100a53d-8793-494f-bd7e-660bd7f4fdcb,7c29a3ad-0c03-4bf6-aa74-5248a58f41a2,107,2.488,2024-11-04 23:30:48
dde7f690-0748-4f4f-9311-4803094a4cc5,d31dc012-1034-4b70-84d9-d8b4274906a1,7,5.493,2025-08-18 13:37:35
f21f8513-3025-4b23-9c6a-099a4ae6e365,4d4e8087-5206-4bcf-9185-5529582e76d1,14,1.988,2025-10-06 08:44:18
cf5e11dc-52b4-48a9-8bb9-78405d33b7dc,7eb79df5-c45e-4b1d-84f6-8b7bd58a8e93,14,2.795,2025-02-17 10:22:20
67472c25-f070-4741-9268-5368d9e7bfbd,cd1f506e-9ec3-4b2f-833b-dfac23d22036,3,3.625,2025-10-04 17:50:19
387967a1-8b03-40c8-8454-af6d1cffc445,5b55593e-80e8-4a40-b8da-b104d6bf386b,15,7.603,2025-02-20 05:53:01
f5a7c4fc-2385-4e18-80a4-399249e6837d,9d5aa657-6840-40c8-a968-f155d641751e,21,13.788,2025-10-11 18:41:21
2565c4ff-c01f-4b2b-98ba-bb369c08813d,c7ec28a0-7e8a-48d0-b318-8256165d8671,3,3.095,2024-10-28 22:18:26
7b8b18d8-e623-477a-8bc8-ff2fab15991e,85f70cd9-1fd8-43a5-8722-9f5793f5855a,16,7.697,2025-10-01 02:35:11
279ce609-0319-422c-9232-a45047d8fa0f,2acf2679-9141-476a-9b44-a304460817cd,4,3.292,2025-10-16 00:40:05
b5917968-8255-4356-8a65-582dcc70ac3b,3eae10e0-630c-4270-9f58-bbaa9e65ddc1,1,9.655,2024-08-23 18:09:26
1df2840e-9452-434e-bd90-3cdeca498d28,e2cc80b3-5193-4ada-b5a2-86e727fd8cf5,9,0.705,2025-07-16 02:20:12
2081029a-4c48-41de-8491-758fcd109013,cfd63c65-c4f6-4e0a-9f63-6ad3ba2c2fe8,6,8.787,2025-11-12 17:19:55
97fba1c1-4e38-422b-b399-eaf859fcf51f,38a81486-f2dc-49c2-b2e1-562a985a8c1e,3,3.472,2025-11-18 03:06:25
925c9d4c-b61b-4c4f-9aef-abaeb3858633,340842e4-0a42-4fd2-9499-44dcfa537e08,7,3.317,2023-03-03 16:23:23
9f02ba45-3788-4ce2-a745-7ba3df1ff04e,3db01dd6-bbf2-4734-afd4-8eba8179a4f9,24,6.209,2025-11-23 10:43:34
7dfaa79a-0f74-4c56-a4d3-148fc90cde0e,8f91d058-659e-4da2-9d29-1f692fc9ed26,6,0.412,2024-12-21 12:26:55
9e894ca8-9575-4c6b-8eb7-33bbdda11b51,5bc342c0-547b-4b0c-b01c-ab612287ccb3,5,9.373,2025-10-22 08:33:54
e053e58e-fc79-4961-ab71-416ec6a358dd,d9763d1c-dadf-42c0-9dd9-fa36b2b4c764,12,1.752,2025-08-21 03:15:24
f3ef3a07-cdf4-4da7-b16e-20b9df9f226f,994a94ac-6385-44b3-b515-d73f2857acad,1,0.932,2025-09-18 21:55:26
4c828140-d59c-4aa9-bbcd-3d207ceddac0,e97a44f6-d4f6-476a-9323-c28361ad0fdd,23,2.518,2025-10-25 15:29:46
c03b8b2c-81ba-44d8-a36c-1df7778de357,6d10c843-2628-4eac-beb3-baeaa5f87d12,4,3.679,2025-09-30 14:48:35
f0dfb2bf-56d0-4390-b10c-7fb47e8ba767,d7f0bb73-ca58-4df3-8bf7-e0a25eac8354,1,16.389,2025-11-10 02:02:27
1667b917-34d4-4d59-b0e5-81820cf12f6b,9e4f5cf5-104b-4bbe-a809-fec6081dfe11,1,42.401,2025-10-26 04:45:50
7c889d15-0595-4585-9340-fa60f8129cfd,8e86e269-b7e8-4416-9450-a8d46ae8e913,7,0.047,2025-05-05 10:49:33
71d24068-312a-493c-811b-3ff1c4f67d74,97e463ad-65b8-4d31-ac8c-b837f1e91b89,76,0.321,2024-05-28 10:02:11
086ac27f-1ff3-409a-b7e2-0083543aed94,996367d8-f4d2-4901-94ac-61873932ffc1,3,17.229,2025-09-01 14:44:27
d006647c-1c66-4437-ad76-037780f2e577,91067906-1774-4f61-8f47-faa805b37012,14,12.12,2025-06-15 16:51:40
c7895f0f-1411-471e-8864-fa2da975a9de,cde2fb78-e72e-4411-9d76-b23f11dbd74f,3,0.198,2025-06-23 16:59:02
dd89bdb8-3299-4b05-b9b8-0a937026dc95,f82e318c-9547-4bb9-9b85-09ee5ee608df,2,0.747,2025-09-23 10:48:21
46280bc8-b295-446e-bca1-8cfb3e4f035a,e1d575d0-4e62-4f2f-b660-51b144068f8f,45,81.68,2025-10-03 22:53:27
1c0b2e14-ead8-4fbd-ae56-ed4c235e6dd2,499bc751-5df2-4fee-a910-08b589438b47,1,1.557,2025-10-16 17:41:52
73ba7180-c57b-42a6-81f7-2ae4f8ceacb0,0a441484-86fe-421c-bd80-d9faca5329c9,4,31.439,2024-05-16 18:26:56
86ecada0-d5ee-4cff-87fc-2a5e64665a12,43878640-14b4-4357-bd6d-f528261995dd,4,13.213,2023-10-17 04:16:15
512835b9-a354-4524-8fb1-8ec6f426bc44,07ee6289-3ece-44ac-82f0-f38fa926ac78,1,1.59,2025-09-04 08:48:05
339b6357-7d7a-4a5c-96d5-9c36faa3bf9a,694e1f1c-4c04-467a-a492-c743b38298f3,13,13.284,2025-06-17 16:04:44
ed008530-5572-44c4-98e4-bcefb02575a6,4f2aad64-1a61-4a56-9cbf-8de49f10d218,142,3.33,2025-07-27 09:20:59
6d1ba8d2-5d31-4a17-a6b9-02779297a08e,6ba3abae-e02c-48fb-8320-9373e192b4dd,1,8.251,2025-11-02 09:20:47
4d757f8e-99ba-4ad3-b975-b2fcf231ac29,00441775-a1f3-406b-926f-91c9fb3b7fa3,8,4.601,2025-07-25 11:17:27
3494ad6e-7d3c-45c6-b605-0d40f7697a64,a5683e6b-8196-444b-abf1-2190a093c3f1,9,3.441,2025-11-11 06:05:30
366ec5e2-5363-4f3e-91ac-8b381d67ca0c,2213558e-ae4a-4887-8cf1-8b7fb2f00c48,45,4.954,2025-10-22 09:09:23
3e61a8e9-bcd7-4567-92a5-ede932cf0fba,09ad070a-f2c2-4d03-950a-8353a6c28b8f,4,8.899,2024-02-14 07:54:43
ea25a0e7-c915-4609-8448-95065d1945d3,8f351c13-24df-429c-98bf-0a2406233125,1,10.65,2024-03-06 00:45:02
0b3cb484-f381-4f2e-adca-1e81ed69df9e,179c6298-2318-4f3e-ab39-4f6c838d3efa,10,51.668,2025-06-24 12:06:14
ff073645-d7b1-4140-ab23-63bfd17d7b6a,b116707b-851f-4d10-bea9-7ad1d0d648d9,8,8.386,2025-09-13 01:23:23
3bfdac58-6af2-46e0-abbb-a3d6d1cfff1b,1a05e171-0724-4902-bb54-2645b0d4257a,2,0.811,2024-06-15 02:00:29
7ce2f304-bea5-421a-a1e2-531694c01085,ef34acb2-81e3-4655-82d3-156a7971a0eb,18,3.08,2025-11-12 02:34:54
b1e01e09-2bff-4931-84a1-7fde6f051803,be91f37b-ac19-4d38-b9a5-5f12a5d9f427,1,9.738,2025-01-01 17:56:52
2e3b961f-9641-423d-ae4e-fbb09f77dc7f,f60a7f5d-9036-4c45-82ee-7e36e97ce241,24,3.074,2025-10-18 05:42:52
ebe71de1-11c1-4b4a-b848-06c26c797de6,71a1e3cf-e877-4b4f-b05f-3d59d9b2376a,6,0.677,2024-11-28 17:01:51
9a5c0c6a-8a5e-4015-82b5-eac75ffd1bee,04c20022-e363-46a3-81e9-68c7d311196f,6,17.845,2024-08-25 00:36:55
5c3bdfb1-da88-4c73-bfd4-9d1f88fdacc3,6fdd8fac-2410-48e2-8925-74df9ed9c072,43,2.607,2024-10-26 07:42:25
aa76f7ed-7259-4d6b-8ccb-768723373c06,048ad457-7849-496a-9a5b-783ba82074fc,4,2.999,2025-11-12 06:10:15
373ddb30-b2ed-4ad7-9e38-35bb4ca6e1de,62f1e082-6ae4-434a-b04b-6e89c73e9c79,18,1.803,2025-11-12 23:17:45
34e9a87a-47f9-4c48-a0f0-7f253454d79f,94b75d3d-d602-4d23-8e0c-8c6941347924,5,14.004,2025-11-17 22:38:58
633763c3-50e5-4dd3-99ad-b31a34758c3e,0fdb2b61-2d76-4c17-b847-fd891533c6c9,50,6.675,2024-09-11 20:08:41
4251190a-42a6-4a87-b0fb-10c14135349b,2e491cee-673e-4ab8-94ee-c74e58f27129,43,6.436,2025-11-17 14:57:32
ce202469-d0e8-4645-b7f8-f9de43b6e31e,c1ae4a29-3c97-4dfa-aeff-28daf69dcc75,22,1.429,2025-10-13 01:17:59
01065b1e-f7b3-46aa-8be3-9b09b8684d48,9a2f0c48-dcad-432c-af74-228c1c04717a,7,8.276,2023-09-05 13:36:04
1f887ee1-c637-4003-bea6-9181ee756132,a1b3c694-c7f1-4465-a689-a38ba4e2ca64,1,11.265,2022-01-04 09:28:34
22cd68b9-2cdd-4b54-8cce-3f10a2559b95,bac96d45-f6c5-4838-b705-c7ed15a5b8b2,22,1.859,2025-03-14 14:57:41
5b189a6b-2772-4fd6-ab07-8647968644bb,123936fb-7be1-40b1-80dd-21888c99de10,3,1.677,2025-08-21 01:35:53
c92cc547-5baa-4442-8088-91262115a53c,c1bc042f-52bc-49b3-bdc0-541c6e08e25a,20,18.495,2025-08-17 23:28:34
53803a8b-c4e0-4f75-829c-af1f71e1f639,1d350c0d-e6a5-4822-8e1c-e76135152394,7,9.946,2025-03-29 09:45:36
eb44e84a-839e-4284-845f-aff631bc4a66,d8df02da-4c74-4832-809f-aca82615a54b,17,4.442,2025-11-08 04:10:10
fe591448-f89b-4ecd-ad1a-726659e7ed8c,5bc352cf-e00f-4ee1-8050-8a3588d85eb5,12,0.502,2024-07-23 00:51:37
ed55abbc-0533-4fc0-925b-13dd8b62489a,d9a30f3a-f1e1-47df-af3a-e6fc8692fdef,2,5.634,2025-08-08 09:49:12
abac2614-731c-464c-a477-7ec6d107568d,47996836-2838-4c1c-8287-786b434b3753,3,0.669,2025-05-10 03:04:42
30275af6-311a-413e-bc18-8ddf334fd494,a817166a-ab94-4be0-8fd9-254aa0496659,9,2.192,2025-09-10 04:21:52
423a5b7c-2d53-4e44-9d8c-45a61d23ea04,df682a66-56f5-43d3-b7ed-fc8da9b6078d,3,1.43,2024-11-29 02:32:34
4833bcd6-8a48-444c-93f6-f76dd298c08b,81cd7edd-bb8e-4b44-9861-604e937b4588,5,10.53,2025-09-14 17:47:44
1e55d961-a2c3-4577-95ad-026a4f5a4b2a,07f7f51a-71f9-4c05-90c3-e32d7361fe33,11,1.118,2025-03-15 05:46:22
cab9a6d3-d8a5-4695-a639-37b720f7c6b9,c56b34eb-f303-42e7-a781-d0516e641513,7,5.966,2024-12-18 22:05:33
25def9fe-fe66-4ba8-8d0f-eb85f683ed6a,4cc8394d-d571-4855-bf29-3cb33d5463bb,41,4.817,2024-04-11 05:08:29
93eb2750-a631-424e-8ce8-dc1e12d6015d,45eae378-68dd-4abb-8a90-6150874b30ac,14,9.476,2025-01-01 01:06:11
03794b7a-5a53-422b-8256-585ed2119e5e,417250ba-f74a-4763-9a30-8b59dcf7bce0,8,13.796,2024-12-14 01:44:05
4d441c54-5d39-413b-87b7-edd307248ae2,5d9a6305-1161-42f7-bb7a-632866a1d704,6,2.598,2023-06-01 19:55:52
7aabb729-d13a-4ab6-8d3e-1e4fc43c2aa4,085d99b8-8617-4d11-b355-67350484e045,6,7.788,2024-10-04 18:14:45
f80463c2-fb13-43b5-bf78-d6245c7482c1,f14e1db5-c3ca-4d5b-b342-df366ada6b1a,52,4.463,2025-08-01 22:18:17
2970b3c5-c1d3-4b8a-bbb1-940f5349920b,9b8d1a41-ed5e-46b7-b77e-223819b1396b,51,3.35,2025-11-03 20:33:45
cda39663-cdaa-4585-a5b2-52cdcbbe959c,aa838ca0-91a7-4d82-a02d-5bbf02d4a20c,5,3.465,2024-02-29 03:22:30
0650278d-54d0-4fb9-a642-df49dfa8d51b,fa31372f-7e26-400e-bc7d-28844c5c332a,12,4.964,2025-07-01 00:36:49
716e47b1-9c74-4f83-a29c-f9e6138fd08b,a2ba66c6-b116-426e-bce1-fcb903c2f15f,2,5.823,2024-06-14 04:00:48
354753a1-814a-4704-9101-40107a8b9183,87bda82b-0f21-4862-97c8-8f61f4240954,4,10.558,2025-06-26 04:21:56
cd2f5628-2104-4006-a082-5fdf37577f96,d04054ea-8808-4126-8458-edbf641cc3b6,5,0.693,2025-01-08 12:50:13
8f4666d6-ca95-436b-9c37-2ddcb00b49fb,969b2ec0-7423-473f-8390-2c9bf358e365,22,15.461,2025-11-08 09:30:46
048c98e3-0d2f-4f55-9f10-5ddb19c2b7af,a56164c4-d75e-4959-a539-72a4e4d54523,4,19.004,2025-10-26 00:09:50
dbdfbee2-0067-454d-a164-5fdeafc41452,e06ba9de-8ce5-4b8a-a747-0145f100546a,10,51.035,2025-11-14 05:10:49
f35f56f7-37be-4943-9b32-329a5fe27452,8e716eac-57b6-41af-a045-0f6ccf726d7f,23,1.665,2025-03-06 20:30:38
0b92f20f-a700-48ec-8dac-6b961bdfa089,2ec77a9c-4d42-4c72-8276-eb9048600d9f,17,15.104,2025-02-11 16:52:00
5bfc212f-f587-4164-927f-ae66afb9b053,46484d9a-ce79-48b9-99d2-0bcf8441fbf1,17,44.279,2025-02-08 20:30:22
13420731-8f62-4f60-aa84-851afbf044a5,38586022-7867-496d-ad9a-71834a03695e,18,2.408,2025-06-06 06:11:15
3b2717c0-0dd4-4057-88a5-5165012962d0,49f210bc-7687-489d-be77-764fb0a2a71d,2,3.505,2025-09-11 17:10:15
d4cf606b-a9b8-4c26-bd23-15da3b199cbd,4ad19290-150b-455b-a983-badbe1b7f242,19,2.535,2025-11-16 08:04:06
f898a327-4bbe-4005-aa54-52ae8716130c,e78dc96b-01d6-4acf-a625-e7fee3851a9b,7,35.268,2025-03-01 02:43:26
0763242f-06dd-4c7a-afed-068581668e83,6d134188-87e7-4b7e-b3bf-b7ee94e93ea4,1,0.488,2025-08-03 02:01:24
db92bf6e-53a1-4870-8cc8-c7369da1c78d,30f43045-9c87-4022-9d3b-4c9285fd0a6a,50,3.362,2025-10-31 09:33:29
b10ebba9-64fb-4971-9c89-94069eb7a80f,6c328534-20a3-450c-80c3-43333264b567,3,0.934,2024-11-08 18:39:43
a5e112b0-86a5-4192-b455-aca93e653809,5e95808c-0c5a-4f2a-83ab-7a79d9813bc4,9,6.176,2025-09-24 20:05:07
901bd834-eabb-47d3-8f30-ecbbeb53f5a6,09d4ee98-e329-4d7f-a078-44e4c5b75d17,1,6.139,2024-10-11 21:40:53
e65de74c-1646-42f1-bf89-31b92d393f3d,9f6bf714-06c0-4bf3-aab6-f61ff003613f,8,20.845,2023-04-04 15:49:40
06462d3b-e003-49d2-9d2b-6ad2e7de5808,d0a41466-8e3d-4d63-8b5f-14b3309d92c7,8,32.382,2024-08-01 08:53:42
fc51faba-cb03-4072-a367-6161170783f4,5493f2dd-73e7-4103-b3ff-a01ca94e772d,33,9.044,2025-10-27 02:49:38
bef1b8b7-d04e-4338-9472-a3a4c2e06fb5,99b09d25-1abd-43e8-9d7a-d6fd2758c4a3,3,3.097,2025-09-30 16:50:22
3c5669b0-d360-4532-822c-4a4e34e01b2c,0bcb0393-7ab9-4f6b-b4a7-c9e74f3db1e2,2,1.034,2025-10-11 00:50:33
773ef3b1-4468-49f3-a352-109eb82511be,7c74c41e-0373-4862-afda-d62cc8631051,1,4.134,2025-07-08 18:21:04
40ac087b-02c2-4b5f-8535-0fbcb11b4c3a,eae0220d-b261-486d-ad86-3ac3290cba4f,6,8.145,2025-08-31 13:38:18
6785f540-a2c2-4176-967b-54550312bbee,71a2ca1f-1c9d-4d1e-a0d5-24953a3acb41,2,2.314,2024-10-12 13:26:55
7f60b103-afb7-4c71-8b3b-a8293475b039,96d3104f-3393-47d4-87e1-9ccacc14d122,1,13.919,2025-08-16 08:13:15
1275f0b1-c68e-4673-93d0-a37568f84b5a,185fecea-6020-423d-99aa-5cdb60697204,11,8.937,2024-08-20 22:44:37
3d228397-b8a7-4499-9b8f-45a84f0944f6,49813b22-74d8-4b33-b767-35505eb5578d,3,19.043,2023-12-13 12:19:35
58741f91-6e3d-4a74-9366-7a0e683d06da,7096e7f5-e7a4-4c07-a46b-899c96a28443,9,7.587,2025-10-13 04:30:44
edee85f5-e3fd-4b0b-b15f-47904452b8af,80f172ae-5c5e-41a0-a102-54ada5b6f48c,11,1.564,2025-08-06 02:36:16
f188698b-00ea-45bd-9a04-818220779010,b520876c-06cc-4561-bcf3-808db38c1132,13,7.312,2025-03-18 09:20:08
b1edc692-fcc3-44c6-bca4-c264dbb34bb3,fe9e8d1d-4f5b-4e73-869e-ed6fa3f44308,13,2.257,2023-10-10 06:53:03
27c25812-1360-4b99-8c8f-608c0cb8a145,b8e22372-e7ad-4a66-8a4f-80e729f921b7,11,3.299,2025-07-01 01:05:21
42199d30-4970-4d45-8ea2-867d0373d296,061d6044-1c73-490e-b2c1-5bbbc753a64c,8,4.14,2025-05-27 02:07:29
2224b4c1-7d27-4a61-8593-004744122098,e5575dec-b4e6-483c-bb8b-3b0de269ca89,1,77.485,2025-05-01 04:44:30
47701434-15b7-47db-b3e5-d75ad74f1c18,abe2b1f4-e79c-4380-9a17-841ba5404132,18,0.308,2024-07-08 02:37:37
c7f3b5fc-3747-490e-8f4d-9fd829d187a5,bea755fb-0063-4b1d-bd6d-9ff858ebd1fc,4,5.552,2025-08-10 11:50:20
f2ca66aa-1a5a-4d3e-87a9-1d805f78ae1d,41ea9eaf-61de-4302-a2b6-54028c5ef9a6,42,2.429,2025-07-02 13:03:16
